SpatialDimValueCode,Location,country,Obesity_Rate,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ITA,Italy,Italy,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.91,NA,NA,42.05,NA,57.77,49.91 [42.05 – 57.77],NA,NA,EN,2018-09-13T07:00:00Z
UGA,Uganda,Uganda,5.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,NA,NA,3.65,NA,6.93,5.04 [3.65 – 6.93],NA,NA,EN,2018-09-13T07:00:00Z
MOZ,Mozambique,Mozambique,7.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09,NA,NA,3.71,NA,6.94,5.09 [3.71 – 6.94],NA,NA,EN,2018-09-13T07:00:00Z
TZA,United Republic of Tanzania,Tanzania,8.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,NA,NA,3.91,NA,6.98,5.24 [3.91 – 6.98],NA,NA,EN,2018-09-13T07:00:00Z
UGA,Uganda,Uganda,5.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,NA,NA,3.99,NA,7.6,5.53 [3.99 – 7.6],NA,NA,EN,2018-09-13T07:00:00Z
MOZ,Mozambique,Mozambique,7.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,NA,NA,4.09,NA,7.7,5.63 [4.09 – 7.7],NA,NA,EN,2018-09-13T07:00:00Z
LSO,Lesotho,Lesotho,16.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,NA,NA,4.35,NA,7.81,5.85 [4.35 – 7.81],NA,NA,EN,2018-09-13T07:00:00Z
LSO,Lesotho,Lesotho,16.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,NA,NA,4.08,NA,8.36,5.86 [4.08 – 8.36],NA,NA,EN,2018-09-13T07:00:00Z
LSO,Lesotho,Lesotho,16.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,NA,NA,4.21,NA,8.09,5.86 [4.21 – 8.09],NA,NA,EN,2018-09-13T07:00:00Z
TZA,United Republic of Tanzania,Tanzania,8.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,NA,NA,4.44,NA,7.94,5.96 [4.44 – 7.94],NA,NA,EN,2018-09-13T07:00:00Z
IRQ,Iraq,Iraq,30.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.47,NA,NA,42.53,NA,58.3,50.47 [42.53 – 58.3],NA,NA,EN,2018-09-13T07:00:00Z
SUR,Suriname,Suriname,26.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.57,NA,NA,41.92,NA,59.2,50.57 [41.92 – 59.2],NA,NA,EN,2018-09-13T07:00:00Z
USA,United States of America,United States,36.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.04,NA,NA,43.05,NA,58.98,51.04 [43.05 – 58.98],NA,NA,EN,2018-09-13T07:00:00Z
PRT,Portugal,Portugal,20.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.64,NA,NA,42.61,NA,60.56,51.64 [42.61 – 60.56],NA,NA,EN,2018-09-13T07:00:00Z
CYP,Cyprus,Cyprus,21.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.72,NA,NA,43.43,NA,59.92,51.72 [43.43 – 59.92],NA,NA,EN,2018-09-13T07:00:00Z
SAU,Saudi Arabia,Saudi Arabia,35.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,NA,NA,43.2,NA,60.42,51.9 [43.2 – 60.42],NA,NA,EN,2018-09-13T07:00:00Z
LCA,Saint Lucia,Saint Lucia,19.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.31,NA,NA,41.01,NA,63.39,52.31 [41.01 – 63.39],NA,NA,EN,2018-09-13T07:00:00Z
NRU,Nauru,Nauru,61,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.42,NA,NA,40.58,NA,64.01,52.42 [40.58 – 64.01],NA,NA,EN,2018-09-13T07:00:00Z
BRA,Brazil,Brazil,22.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.42,NA,NA,44.77,NA,61.89,53.42 [44.77 – 61.89],NA,NA,EN,2018-09-13T07:00:00Z
MHL,Marshall Islands,Marshall Islands,52.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.54,NA,NA,42.77,NA,64.01,53.54 [42.77 – 64.01],NA,NA,EN,2018-09-13T07:00:00Z
CRI,Costa Rica,Costa Rica,25.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,NA,NA,45.76,NA,63.17,54.6 [45.76 – 63.17],NA,NA,EN,2018-09-13T07:00:00Z
BHS,Bahamas,Bahamas,31.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.81,NA,NA,46.28,NA,64.94,55.81 [46.28 – 64.94],NA,NA,EN,2018-09-13T07:00:00Z
BRB,Barbados,Barbados,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.82,NA,NA,47.53,NA,66.11,56.82 [47.53 – 66.11],NA,NA,EN,2018-09-13T07:00:00Z
PLW,Palau,Palau,55.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.88,NA,NA,45.36,NA,67.71,56.88 [45.36 – 67.71],NA,NA,EN,2018-09-13T07:00:00Z
KWT,Kuwait,Kuwait,37.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7,NA,NA,51.01,NA,67.84,59.7 [51.01 – 67.84],NA,NA,EN,2018-09-13T07:00:00Z
VUT,Vanuatu,Vanuatu,25.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.59,NA,NA,4.5,NA,9.54,6.59 [4.5 – 9.54],NA,NA,EN,2018-09-13T07:00:00Z
TZA,United Republic of Tanzania,Tanzania,8.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,4.96,NA,8.88,6.65 [4.96 – 8.88],NA,NA,EN,2018-09-13T07:00:00Z
IRQ,Iraq,Iraq,30.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.64,NA,NA,54.84,NA,71.63,63.64 [54.84 – 71.63],NA,NA,EN,2018-09-13T07:00:00Z
SAU,Saudi Arabia,Saudi Arabia,35.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8,NA,NA,54.39,NA,72.27,63.8 [54.39 – 72.27],NA,NA,EN,2018-09-13T07:00:00Z
KWT,Kuwait,Kuwait,37.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.25,NA,NA,56.72,NA,72.9,65.25 [56.72 – 72.9],NA,NA,EN,2018-09-13T07:00:00Z
NIU,Niue,Niue,50,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23,NA,NA,4.95,NA,10.43,7.23 [4.95 – 10.43],NA,NA,EN,2018-09-13T07:00:00Z
VUT,Vanuatu,Vanuatu,25.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,NA,NA,4.96,NA,10.7,7.33 [4.96 – 10.7],NA,NA,EN,2018-09-13T07:00:00Z
MMR,Myanmar,Myanmar,5.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71,NA,NA,5.46,NA,10.78,7.71 [5.46 – 10.78],NA,NA,EN,2018-09-13T07:00:00Z
COM,Comoros,Comoros,7.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.81,NA,NA,5.78,NA,9.84,7.81 [5.78 – 9.84],NA,NA,EN,2018-09-13T07:00:00Z
WSM,Samoa,Samoa,47.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91,NA,NA,5.55,NA,11.15,7.91 [5.55 – 11.15],NA,NA,EN,2018-09-13T07:00:00Z
KWT,Kuwait,Kuwait,37.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.85,NA,NA,64.52,NA,79.83,72.85 [64.52 – 79.83],NA,NA,EN,2018-09-13T07:00:00Z
TGO,Togo,Togo,8.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01,NA,NA,6.07,NA,10.48,8.01 [6.07 – 10.48],NA,NA,EN,2018-09-13T07:00:00Z
TON,Tonga,Tonga,48.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04,NA,NA,5.63,NA,11.36,8.04 [5.63 – 11.36],NA,NA,EN,2018-09-13T07:00:00Z
VUT,Vanuatu,Vanuatu,25.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,NA,NA,5.41,NA,11.83,8.06 [5.41 – 11.83],NA,NA,EN,2018-09-13T07:00:00Z
NIU,Niue,Niue,50,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31,NA,NA,5.78,NA,11.8,8.31 [5.78 – 11.8],NA,NA,EN,2018-09-13T07:00:00Z
TGO,Togo,Togo,8.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA,NA,6.66,NA,11.63,8.84 [6.66 – 11.63],NA,NA,EN,2018-09-13T07:00:00Z
KHM,Cambodia,Cambodia,3.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.91,NA,NA,5.93,NA,13.17,8.91 [5.93 – 13.17],NA,NA,EN,2018-09-13T07:00:00Z
STP,Sao Tome and Principe,Sao Tome and Principe,12.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.92,NA,NA,6.61,NA,11.93,8.92 [6.61 – 11.93],NA,NA,EN,2018-09-13T07:00:00Z
SLE,Sierra Leone,Sierra Leone,8.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11,NA,NA,6.77,NA,12.16,9.11 [6.77 – 12.16],NA,NA,EN,2018-09-13T07:00:00Z
NIU,Niue,Niue,50,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,NA,NA,6.61,NA,13.16,9.39 [6.61 – 13.16],NA,NA,EN,2018-09-13T07:00:00Z
GIN,Guinea,Guinea,7.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56,NA,NA,7.06,NA,12.81,9.56 [7.06 – 12.81],NA,NA,EN,2018-09-13T07:00:00Z
TGO,Togo,Togo,8.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63,NA,NA,7.22,NA,12.73,9.63 [7.22 – 12.73],NA,NA,EN,2018-09-13T07:00:00Z
TLS,Timor-Leste,Timor-Leste,3.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.67,NA,NA,6.49,NA,14.17,9.67 [6.49 – 14.17],NA,NA,EN,2018-09-13T07:00:00Z
JOR,Jordan,Jordan,35.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,6.93,NA,13.41,9.7 [6.93 – 13.41],NA,NA,EN,2018-09-13T07:00:00Z
RWA,Rwanda,Rwanda,5.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76,NA,NA,7.32,NA,12.88,9.76 [7.32 – 12.88],NA,NA,EN,2018-09-13T07:00:00Z
KHM,Cambodia,Cambodia,3.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82,NA,NA,6.42,NA,14.72,9.82 [6.42 – 14.72],NA,NA,EN,2018-09-13T07:00:00Z
AFG,Afghanistan,Afghanistan,5.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AFG,Afghanistan,Afghanistan,5.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AFG,Afghanistan,Afghanistan,5.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
ALB,Albania,Albania,21.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
ALB,Albania,Albania,21.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
ALB,Albania,Albania,21.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AGO,Angola,Angola,8.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AGO,Angola,Angola,8.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AGO,Angola,Angola,8.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
ATG,Antigua and Barbuda,Antigua and Barbuda,18.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
ATG,Antigua and Barbuda,Antigua and Barbuda,18.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
ATG,Antigua and Barbuda,Antigua and Barbuda,18.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AZE,Azerbaijan,Azerbaijan,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AZE,Azerbaijan,Azerbaijan,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
AZE,Azerbaijan,Azerbaijan,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BHR,Bahrain,Bahrain,29.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BHR,Bahrain,Bahrain,29.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BHR,Bahrain,Bahrain,29.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BLZ,Belize,Belize,24.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BLZ,Belize,Belize,24.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BLZ,Belize,Belize,24.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BOL,Bolivia (Plurinational State of),Bolivia,20.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
BOL,Bolivia (Plurinational State of),Bolivia,20.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data,827,NA,EN,2018-11-05T08:00:00Z
